5062 1
4253 1
3119 1
5709 1
576 1
857 1
5859 1
5896 1
116 1
2396 1
1088 1
4180 1
1182 1
3082 1
2455 1
3027 1
1011 1
1719 1
4430 1
2467 1
78 1
4651 1
635 1
117 1
3999 1
4512 1
457 1
3641 1
434 1
5948 2
1013 2
2946 2
2020 2
857 2
1185 2
4588 2
1429 2
2178 2
5288 2
2901 2
187 2
1225 2
635 2
5207 2
117 2
4489 2
854 2
4562 2
5221 2
1252 2
3476 3
1655 3
1629 3
3675 3
4588 3
4183 3
3726 3
1194 3
875 3
1926 3
3018 3
1595 3
298 4
5948 4
3457 4
1504 4
737 4
5998 4
4735 4
2317 4
2218 4
4916 4
3437 4
3476 4
1386 4
5859 4
5896 4
3596 4
3935 4
4503 4
458 4
2134 4
4588 4
4988 4
714 4
3103 4
4180 4
5820 4
3755 4
2178 4
2058 4
4158 4
5987 4
2604 4
5728 4
1371 4
2901 4
3710 4
227 4
5735 4
5934 4
5278 4
2467 4
4653 4
78 4
2620 4
4651 4
4036 4
635 4
117 4
1463 4
2474 4
854 4
5350 4
461 4
4217 4
1926 4
2163 4
42 4
5438 4
319 4
2949 4
5493 4
935 4
1452 4
2911 4
3396 4
791 4
1980 4
681 4
3983 4
3649 4
3227 5
298 5
973 5
1504 5
5857 5
2130 5
930 5
102 5
4135 5
3091 5
2946 5
407 5
1386 5
3204 5
4719 5
4048 5
182 5
4542 5
5879 5
1309 5
4502 5
626 5
4619 5
3493 5
582 5
5945 5
3539 5
176 5
4589 5
3213 5
1131 5
2058 5
4510 5
1931 5
2418 5
4881 5
1724 5
1743 5
2872 5
2610 5
114 5
1011 5
3430 5
2350 5
131 5
707 5
5278 5
4653 5
5316 5
1383 5
1642 5
4852 5
3350 5
2115 5
1463 5
1305 5
2419 5
4556 5
921 5
5032 5
1926 5
1595 5
935 5
1988 5
1452 5
1365 5
3396 5
1980 5
3888 5
3641 5
3190 5
2971 5
3413 6
5638 6
4659 6
3457 6
2654 6
1441 6
348 6
2317 6
2284 6
805 6
3437 6
2027 6
2996 6
2281 6
1799 6
3204 6
857 6
4096 6
5706 6
1321 6
4263 6
458 6
2825 6
1136 6
4110 6
3474 6
2330 6
4619 6
714 6
3103 6
2381 6
3539 6
5501 6
2277 6
4589 6
1182 6
3240 6
3285 6
3706 6
5288 6
3173 6
4262 6
2290 6
5213 6
5151 6
3312 6
2960 6
5987 6
4034 6
4165 6
1371 6
2529 6
3676 6
413 6
1313 6
3854 6
3133 6
1011 6
5965 6
5934 6
5366 6
1446 6
1805 6
4448 6
308 6
487 6
707 6
1782 6
5278 6
2467 6
5255 6
4653 6
1225 6
4828 6
836 6
3726 6
105 6
2531 6
4036 6
1194 6
208 6
4874 6
2217 6
2474 6
4489 6
4990 6
1742 6
3197 6
4217 6
715 6
3890 6
4662 6
42 6
5264 6
2239 6
457 6
4280 6
5640 6
3565 6
1452 6
5846 6
2847 6
485 6
791 6
2435 6
1980 6
3888 6
681 6
4735 7
3437 7
857 7
1136 7
4045 7
3285 7
4165 7
2467 7
5255 7
1194 7
5084 7
4874 7
4217 7
2847 7
3641 7
5009 8
1025 8
37 8
2149 8
412 8
3511 8
3177 8
3495 8
2111 8
4282 8
1890 8
3979 8
2277 8
4908 8
5396 8
1852 8
2151 8
4051 8
5232 8
4140 8
979 8
2415 8
2903 8
4144 8
5315 8
3641 8
2854 8
4458 8
2103 9
3476 9
2767 9
3312 9
972 9
5278 9
2137 9
4451 9
1976 9
42 9
536 9
3457 10
737 10
5530 10
2139 10
409 10
219 10
4735 10
1684 10
930 10
731 10
3179 10
2787 10
3476 10
1655 10
2996 10
358 10
407 10
28 10
2431 10
3292 10
4261 10
3596 10
5706 10
1970 10
3975 10
5853 10
1734 10
3416 10
3675 10
2203 10
5660 10
385 10
2458 10
1264 10
5162 10
3808 10
2468 10
5879 10
3474 10
4588 10
4364 10
4619 10
714 10
176 10
2804 10
613 10
4589 10
2904 10
1429 10
1697 10
3706 10
5911 10
3195 10
3114 10
4582 10
1931 10
3415 10
2418 10
5842 10
5647 10
314 10
227 10
1801 10
55 10
5573 10
5634 10
5168 10
1378 10
359 10
5864 10
59 10
604 10
780 10
1782 10
2467 10
5255 10
819 10
1118 10
1225 10
3215 10
4145 10
4190 10
5337 10
7 10
5253 10
2576 10
635 10
117 10
1359 10
1901 10
4788 10
2710 10
948 10
461 10
711 10
2340 10
3367 10
3496 10
1926 10
775 10
295 10
1598 10
1692 10
660 10
3565 10
233 10
1452 10
4718 10
5080 10
4604 10
1474 10
791 10
3641 10
4219 10
2971 10
5354 10
3649 10
3123 10
5838 11
1533 11
2284 11
2027 11
1799 11
3204 11
857 11
2458 11
3808 11
2330 11
4619 11
714 11
4589 11
4262 11
2901 11
4653 11
1225 11
4451 11
2531 11
4874 11
117 11
599 11
4990 11
3241 11
4630 11
5264 11
1452 11
536 11
3113 11
387 11
3160 12
2468 12
4619 12
3285 12
3312 12
5987 12
326 12
1901 12
4217 12
2232 13
5998 13
4735 13
2996 13
3024 13
4110 13
5911 13
5288 13
5743 13
4262 13
5151 13
4034 13
4165 13
3676 13
5224 13
5535 13
4878 13
1801 13
1011 13
23 13
5100 13
4692 13
3663 13
60 13
4653 13
5097 13
836 13
1698 13
4874 13
854 13
2365 13
4862 13
42 13
935 13
791 13
3888 13
3983 13
298 14
3457 14
1013 14
5998 14
805 14
3889 14
2027 14
3476 14
2946 14
407 14
3353 14
3204 14
857 14
5896 14
5302 14
4588 14
2822 14
3493 14
4180 14
2804 14
5820 14
4589 14
2178 14
3082 14
3312 14
4158 14
1808 14
5710 14
2604 14
1336 14
2529 14
2901 14
5224 14
2114 14
4690 14
3716 14
2894 14
3430 14
1390 14
4448 14
3663 14
3822 14
1782 14
5278 14
1388 14
60 14
3655 14
4653 14
5800 14
1921 14
4036 14
5207 14
117 14
3999 14
854 14
5407 14
5958 14
2858 14
5350 14
3241 14
3565 14
3306 14
5080 14
709 14
5868 14
1773 14
1980 14
3888 14
3568 15
4159 15
2036 15
2468 15
4588 15
4016 15
3684 15
4878 15
5934 15
3772 15
4651 15
2734 15
208 15
4887 15
3621 16
930 16
2027 16
4045 16
2252 16
4619 16
3285 16
5987 16
759 16
5255 16
4874 16
1901 16
42 16
3965 16
1452 16
3641 16
3476 17
425 17
458 17
4619 17
1808 17
5710 17
4165 17
1371 17
3133 17
1446 17
5278 17
4653 17
5350 17
4217 17
3565 17
935 17
1476 17
536 17
2847 17
3888 17
1203 18
2141 18
829 18
4659 18
973 18
1013 18
737 18
3477 18
3380 18
191 18
1350 18
2676 18
1037 18
630 18
2376 18
3476 18
2996 18
2946 18
407 18
3353 18
2281 18
843 18
1996 18
4390 18
5826 18
2767 18
857 18
4876 18
4048 18
116 18
3703 18
5853 18
2825 18
2315 18
1136 18
1356 18
165 18
4003 18
3323 18
1751 18
2396 18
4588 18
3702 18
4619 18
1088 18
3493 18
4553 18
2804 18
2277 18
5820 18
4589 18
1182 18
3285 18
4639 18
483 18
3706 18
3775 18
4262 18
2058 18
518 18
3441 18
3643 18
4510 18
1808 18
5987 18
5435 18
4034 18
5728 18
3153 18
4165 18
1371 18
3676 18
5224 18
3687 18
4690 18
1313 18
4878 18
2864 18
4894 18
4703 18
2276 18
632 18
4294 18
2737 18
2160 18
2046 18
4205 18
3027 18
2534 18
5573 18
5492 18
23 18
5168 18
3430 18
5401 18
3659 18
2233 18
5934 18
5271 18
2378 18
3006 18
1749 18
4204 18
4448 18
2357 18
1855 18
351 18
1782 18
1388 18
4549 18
4653 18
5800 18
1225 18
1649 18
78 18
1656 18
4248 18
836 18
2796 18
4651 18
797 18
1976 18
2531 18
1194 18
3805 18
635 18
4423 18
1881 18
5207 18
3166 18
4874 18
117 18
3999 18
1901 18
2 18
3668 18
2093 18
2994 18
4556 18
2773 18
1613 18
921 18
854 18
1077 18
5407 18
5582 18
4990 18
5325 18
157 18
5958 18
2858 18
5692 18
461 18
4217 18
3890 18
4512 18
2690 18
2340 18
3367 18
2505 18
2608 18
2711 18
4934 18
1085 18
3018 18
3939 18
2951 18
5235 18
4030 18
1690 18
3565 18
1476 18
1452 18
4718 18
536 18
1252 18
297 18
3306 18
2847 18
1980 18
3888 18
2624 18
4569 18
2729 18
2813 18
1732 18
681 18
3649 18
4648 18
3413 19
1320 19
298 19
2819 19
3457 19
3497 19
448 19
2995 19
2560 19
4804 19
3793 19
4735 19
509 19
250 19
3437 19
2027 19
3476 19
65 19
3273 19
2170 19
2431 19
1799 19
3292 19
3596 19
3202 19
2835 19
1321 19
5462 19
2444 19
994 19
4503 19
4592 19
1943 19
5853 19
2825 19
1744 19
3024 19
4110 19
1078 19
3941 19
2468 19
2950 19
3439 19
3093 19
3474 19
2330 19
1442 19
4502 19
3381 19
4619 19
3705 19
714 19
1890 19
3103 19
3493 19
872 19
1429 19
3274 19
3285 19
5288 19
5743 19
3082 19
3195 19
2290 19
4186 19
5151 19
3114 19
3643 19
2960 19
5987 19
4034 19
1349 19
5728 19
1371 19
3421 19
5805 19
3676 19
1045 19
1399 19
5535 19
951 19
227 19
4354 19
1801 19
3607 19
5735 19
899 19
3529 19
5180 19
3027 19
3757 19
1396 19
2350 19
2877 19
5934 19
1489 19
2759 19
3265 19
323 19
5366 19
4716 19
4084 19
4921 19
4849 19
5918 19
1353 19
5278 19
1567 19
3797 19
1118 19
4653 19
2562 19
78 19
4852 19
2555 19
3699 19
4651 19
1621 19
386 19
3750 19
3613 19
4627 19
2779 19
1420 19
2115 19
440 19
635 19
3170 19
4423 19
2718 19
3999 19
1463 19
3070 19
4788 19
1915 19
2419 19
241 19
4987 19
3309 19
2365 19
1742 19
3367 19
3241 19
689 19
639 19
1926 19
574 19
1085 19
2163 19
2986 19
4971 19
775 19
2949 19
3565 19
2704 19
935 19
4718 19
3300 19
5164 19
3888 19
3641 19
1529 19
681 19
3983 19
3649 19
2317 20
930 20
3437 20
3353 20
1799 20
5853 20
2330 20
2252 20
714 20
4262 20
5151 20
3312 20
2877 20
2467 20
2531 20
4874 20
4378 20
5264 20
2601 20
3641 20
781 21
3793 21
2676 21
805 21
4889 21
407 21
1016 21
812 21
4256 21
106 21
3312 21
1808 21
3153 21
1371 21
3676 21
4690 21
2877 21
5934 21
4743 21
5278 21
1388 21
60 21
4653 21
3187 21
5207 21
3855 21
4556 21
854 21
5350 21
2690 21
3397 21
3565 21
3306 21
681 21
3358 22
298 22
3457 22
3621 22
2232 22
2081 22
3809 22
4768 22
1666 22
5455 22
4804 22
4735 22
1538 22
2317 22
2676 22
3894 22
930 22
3437 22
2360 22
2027 22
4889 22
3476 22
407 22
3353 22
2281 22
1799 22
3204 22
857 22
5859 22
4096 22
4674 22
1572 22
4991 22
458 22
5853 22
2825 22
4245 22
2117 22
3024 22
1873 22
1309 22
1185 22
3474 22
2330 22
4588 22
4502 22
1508 22
714 22
3493 22
3539 22
3963 22
2764 22
2804 22
5501 22
4258 22
2845 22
4589 22
1429 22
4639 22
5288 22
3173 22
2290 22
518 22
2575 22
5151 22
3312 22
1702 22
4158 22
1808 22
5710 22
1725 22
1860 22
1371 22
2901 22
3676 22
4436 22
4881 22
1313 22
227 22
4294 22
3133 22
187 22
3826 22
1378 22
5637 22
5934 22
84 22
5366 22
1749 22
972 22
4448 22
5382 22
4992 22
3709 22
1353 22
1782 22
5278 22
2467 22
5074 22
4653 22
1225 22
1921 22
3699 22
2620 22
4651 22
4451 22
2294 22
5114 22
4858 22
2531 22
343 22
4036 22
462 22
635 22
3159 22
5207 22
117 22
4218 22
1901 22
2474 22
4788 22
193 22
5035 22
921 22
1498 22
1557 22
5109 22
4987 22
